question_id,project_name,version_round,audit_module,suggested_skill,selection_score,question,answer,evidence,source_basis,verifiability_check,人工备注,gold_status,人工复核结论,报告页码,标准条款,专家意见原文位置,终稿是否修改闭环,批复是否体现,人工参考答案,评分备注
SC_CC_007,佛山市彩川合成材料有限公司新建项目,sample_chain_expert_issue_v1,污染物排放标准适用性审核,07_污染物排放标准审核,123,请结合样本链材料，核查该项目在“污染物排放标准适用性审核”方面是否已回应专家意见：生活污水排放标准补充污染因子总磷。,参考答案（专家意见来源）：专家/评估意见指出需“生活污水排放标准补充污染因子总磷。”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。 修改说明记录：已补充污染因子总磷。；修改位置：P32。,03_修改意见或评估意见/C2929_佛山市彩川合成材料有限公司新建项目\彩川合成材料发给大良的文件汇总\彩川修改说明表.docx：生活污水排放标准补充污染因子总磷。；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。 修改说明：已补充污染因子总磷。；修改位置：P32。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_CC_008,佛山市彩川合成材料有限公司新建项目,sample_chain_expert_issue_v1,行业准入与规划相符性审核,03_三线一单符合性审核,123,请结合样本链材料，核查该项目在“行业准入与规划相符性审核”方面是否已回应专家意见：按《佛山市生态环境局关于印发规范执行重点行业污染物排放标准的工作指引的通知》附件：重点行业污染物排放标准执行情况汇总表明确，注塑、挤出、吹塑等只发生物理反应的塑料加工工艺，其工艺废气的污染物只需要考虑非甲烷总烃和臭气浓度。,参考答案（专家意见来源）：专家/评估意见指出需“按《佛山市生态环境局关于印发规范执行重点行业污染物排放标准的工作指引的通知》附件：重点行业污染物排放标准执行情况汇总表明确，注塑、挤出、吹塑等只发生物理反应的塑料加工工艺，其工艺废气的污染物只需要考虑非甲烷总烃和臭气浓度。”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。 修改说明记录：已删除其余特征因子；修改位置：P33。,03_修改意见或评估意见/C2929_佛山市彩川合成材料有限公司新建项目\彩川合成材料发给大良的文件汇总\彩川修改说明表.docx：按《佛山市生态环境局关于印发规范执行重点行业污染物排放标准的工作指引的通知》附件：重点行业污染物排放标准执行情况汇总表明确，注塑、挤出、吹塑等只发生物理反应的塑料加工工艺，其工艺废气的污染物只需要考虑非甲烷总烃和臭气浓度。；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。 修改说明：已删除其余特征因子；修改位置：P33。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_CC_009,佛山市彩川合成材料有限公司新建项目,sample_chain_expert_issue_v1,污染物排放标准适用性审核,07_污染物排放标准审核,123,请结合样本链材料，核查该项目在“污染物排放标准适用性审核”方面是否已回应专家意见：建议颗粒物执行《大气污染物排放限值》（DB44/27-2001）相关限值。,参考答案（专家意见来源）：专家/评估意见指出需“建议颗粒物执行《大气污染物排放限值》（DB44/27-2001）相关限值。”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。 修改说明记录：已修改颗粒物执行标准；修改位置：P33。,03_修改意见或评估意见/C2929_佛山市彩川合成材料有限公司新建项目\彩川合成材料发给大良的文件汇总\彩川修改说明表.docx：建议颗粒物执行《大气污染物排放限值》（DB44/27-2001）相关限值。；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。 修改说明：已修改颗粒物执行标准；修改位置：P33。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_ZBHM_001,佛山市祖帮海绵有限公司新建项目,sample_chain_expert_issue_v1,环境风险与新污染物审核,99_总审核汇总,123,请结合样本链材料，核查该项目在“环境风险与新污染物审核”方面是否已回应专家意见：二氯甲烷属于新污染物，应补充分析与《重点管控新污染物清单（2023 年版）》的相符性分析,参考答案（专家意见来源）：专家/评估意见指出需“二氯甲烷属于新污染物，应补充分析与《重点管控新污染物清单（2023 年版）》的相符性分析”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。,03_修改意见或评估意见/C2924_佛山市祖帮海绵有限公司新建项目\佛山市祖帮海绵有限公司新建项目专家评审材料\环境影响评价评审评分表（佛山市祖帮海绵有限公司新建项目 ）.pdf：二氯甲烷属于新污染物，应补充分析与《重点管控新污染物清单（2023 年版）》的相符性分析；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_ZBHM_002,佛山市祖帮海绵有限公司新建项目,sample_chain_expert_issue_v1,建设内容与生产设施参数审核,04_建设内容完整性审核,123,请结合样本链材料，核查该项目在“建设内容与生产设施参数审核”方面是否已回应专家意见：上面是从生产批次角度核算的产品重量。请根据运行时长分析生产设 备与产能的相符性,参考答案（专家意见来源）：专家/评估意见指出需“上面是从生产批次角度核算的产品重量。请根据运行时长分析生产设 备与产能的相符性”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。,03_修改意见或评估意见/C2924_佛山市祖帮海绵有限公司新建项目\佛山市祖帮海绵有限公司新建项目专家评审材料\环境影响评价评审评分表（佛山市祖帮海绵有限公司新建项目 ）.pdf：上面是从生产批次角度核算的产品重量。请根据运行时长分析生产设 备与产能的相符性；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_ZBHM_003,佛山市祖帮海绵有限公司新建项目,sample_chain_expert_issue_v1,建设内容与生产设施参数审核,04_建设内容完整性审核,123,请结合样本链材料，核查该项目在“建设内容与生产设施参数审核”方面是否已回应专家意见：明确是物理发泡还是化学发泡工艺,参考答案（专家意见来源）：专家/评估意见指出需“明确是物理发泡还是化学发泡工艺”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。,03_修改意见或评估意见/C2924_佛山市祖帮海绵有限公司新建项目\佛山市祖帮海绵有限公司新建项目专家评审材料\环境影响评价评审评分表（佛山市祖帮海绵有限公司新建项目 ）.pdf：明确是物理发泡还是化学发泡工艺；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_ZBHM_004,佛山市祖帮海绵有限公司新建项目,sample_chain_expert_issue_v1,建设内容与生产设施参数审核,04_建设内容完整性审核,123,请结合样本链材料，核查该项目在“建设内容与生产设施参数审核”方面是否已回应专家意见：补充说明是否产生地面冲洗水和设备清洗水,参考答案（专家意见来源）：专家/评估意见指出需“补充说明是否产生地面冲洗水和设备清洗水”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。,03_修改意见或评估意见/C2924_佛山市祖帮海绵有限公司新建项目\佛山市祖帮海绵有限公司新建项目专家评审材料\环境影响评价评审评分表（佛山市祖帮海绵有限公司新建项目 ）.pdf：补充说明是否产生地面冲洗水和设备清洗水；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_ZBHM_006,佛山市祖帮海绵有限公司新建项目,sample_chain_expert_issue_v1,环境风险与新污染物审核,99_总审核汇总,123,请结合样本链材料，核查该项目在“环境风险与新污染物审核”方面是否已回应专家意见：核实次生污染物光气风险预测结果图。浓度分布不符合规律。标出最 大影响范围的距离。 报告已按修改意见修改完善,参考答案（专家意见来源）：专家/评估意见指出需“核实次生污染物光气风险预测结果图。浓度分布不符合规律。标出最 大影响范围的距离。 报告已按修改意见修改完善”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。,03_修改意见或评估意见/C2924_佛山市祖帮海绵有限公司新建项目\佛山市祖帮海绵有限公司新建项目专家评审材料\环境影响评价评审评分表（佛山市祖帮海绵有限公司新建项目 ）.pdf：核实次生污染物光气风险预测结果图。浓度分布不符合规律。标出最 大影响范围的距离。 报告已按修改意见修改完善；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_ZCSB_004,佛山市顺德区智成塑包装有限公司新建项目,sample_chain_expert_issue_v1,VOCs与废气治理审核,09_源强定量核算审核,123,请结合样本链材料，核查该项目在“VOCs与废气治理审核”方面是否已回应专家意见：建议源强核算时将NMHC也纳入VOCs,参考答案（专家意见来源）：专家/评估意见指出需“建议源强核算时将NMHC也纳入VOCs”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。,03_修改意见或评估意见/C2929_佛山市顺德区智成塑包装有限公司新建项目\佛山市顺德区智成塑包装有限公司新建项目专家评审材料\环境影响评价评审评分表（佛山市顺德区智成塑包装有限公司新建项目）.pdf：建议源强核算时将NMHC也纳入VOCs；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_ZCSB_005,佛山市顺德区智成塑包装有限公司新建项目,sample_chain_expert_issue_v1,VOCs与废气治理审核,07_污染物排放标准审核,123,请结合样本链材料，核查该项目在“VOCs与废气治理审核”方面是否已回应专家意见：将NMHC和VOCs合并核算源强，再判断浓度是否达标,参考答案（专家意见来源）：专家/评估意见指出需“将NMHC和VOCs合并核算源强，再判断浓度是否达标”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。,03_修改意见或评估意见/C2929_佛山市顺德区智成塑包装有限公司新建项目\佛山市顺德区智成塑包装有限公司新建项目专家评审材料\环境影响评价评审评分表（佛山市顺德区智成塑包装有限公司新建项目）.pdf：将NMHC和VOCs合并核算源强，再判断浓度是否达标；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_ZXYP_001,佛山志兴盈包装有限公司新建项目,sample_chain_expert_issue_v1,行业准入与规划相符性审核,03_三线一单符合性审核,123,请结合样本链材料，核查该项目在“行业准入与规划相符性审核”方面是否已回应专家意见：补充分析本项目产品是否属于《广东省禁止、限制生产、销售和使 用的塑料制品目录》,参考答案（专家意见来源）：专家/评估意见指出需“补充分析本项目产品是否属于《广东省禁止、限制生产、销售和使 用的塑料制品目录》”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。,03_修改意见或评估意见/C2923_佛山志兴盈包装有限公司新建项目\佛山志兴盈包装有限公司新建项目专家评审材料\环境影响评价评审评分表（佛山志兴盈包装有限公司新建项目）.pdf：补充分析本项目产品是否属于《广东省禁止、限制生产、销售和使 用的塑料制品目录》；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
