project_id,file_name,table_index,row_index,row_status,cell_hit_ratio,row_preview,missed_cells,md_file,file_id
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,52,11,疑似缺失,0.625,手压封口机 | 3 | 偶发 | 类比 | 70 | 窗户隔声 | 8 | 类比 | 62 | 75h/a,偶发；窗户隔声；75h/a,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,52,12,疑似缺失,0.625,冷却塔 | 1 | 频发 | 类比 | 85 | 窗户隔声 | 8 | 类比 | 77 | 8h/d,频发；窗户隔声；8h/d,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,52,13,疑似缺失,0.625,空压机 | 1 | 频发 | 类比 | 85 | 窗户隔声 | 8 | 类比 | 77 | 8h/d,频发；窗户隔声；8h/d,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,52,14,疑似缺失,0.625,活性炭吸附装置 | 1 | 偶发 | 类比 | 80 | 窗户隔声 | 8 | 类比 | 72 | 8h/d,偶发；窗户隔声；8h/d,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,52,15,疑似缺失,0.625,滤芯除尘器 | 2 | 偶发 | 类比 | 80 | 窗户隔声 | 8 | 类比 | 72 | 8h/d,偶发；窗户隔声；8h/d,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,52,16,疑似缺失,0.625,废气治理设施风机 | 1 | 频发 | 类比 | 85 | 减振 | 8 | 类比 | 77 | 8h/d,废气治理设施风机；频发；8h/d,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,52,17,疑似缺失,0.625,滤芯除尘装置风机 | 2 | 频发 | 类比 | 85 | 减振 | 8 | 类比 | 77 | 8h/d,滤芯除尘装置风机；频发；8h/d,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,53,1,疑似缺失,0.167,内容 | 叠加后噪声值dB（A） | 车间内东侧 | 车间内南侧 | 车间内西侧 | 车间内北侧,叠加后噪声值dB（A）；车间内东侧；车间内南侧；车间内西侧,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,53,2,疑似缺失,0.5,距离（m） | 噪声值（dB（A）） | 距离（m） | 噪声值（dB（A）） | 距离（m） | 噪声值（dB（A）） | 距离（m） | 噪声值（dB（A））,噪声值（dB（A））；噪声值（dB（A））；噪声值（dB（A））；噪声值（dB（A））,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,53,3,疑似缺失,0.5,生产车间 | 89.6 | 2.5m | 79.38 | 2.5m | 78.58 | 2.5m | 79.45 | 2.5m | 79.21,89.6；79.38；78.58；79.45,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,54,1,疑似缺失,0.333,设备名称 | 采取降噪措施后分区设备叠加噪声源强（dB（A）） | 距项目边界室外距离（m）,采取降噪措施后分区设备叠加噪声源强（dB（A））；距项目边界室外距离（m）,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,54,3,部分,0.833,废气治理设施风机 | 80 | 20 | 20 | 20 | 20,废气治理设施风机,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,55,2,疑似缺失,0.2,生产车间 | 57.38 | 56.58 | 57.45 | 57.21,57.38；56.58；57.45；57.21,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,55,3,部分,0.8,废气治理设施风机 | 54 | 54 | 54 | 54,废气治理设施风机,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,55,5,疑似缺失,0.0,叠加后贡献值 | 59.38 | 59.58 | 59.45 | 59.21,叠加后贡献值；59.38；59.58；59.45,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,56,1,部分,0.8,类别 | 监测点位 | 监测指标 | 监测频次 | 执行排放标准,执行排放标准,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,56,2,疑似缺失,0.4,噪声 | 厂界西北 | Leq | 1次/季度 | 《工业企业厂界环境噪声排放标准》 (GB12348-2008)3类标准：昼间≤65dB（A），夜间≤55dB（A）,厂界西北；1次/季度；《工业企业厂界环境噪声排放标准》 (GB12348-2008)3类标准：昼间≤65dB（A），夜间≤55dB（A）,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,57,2,部分,0.714,1 | PP塑料粒 | t/a | 70 | 25kg/袋 | 100g/个 | 2800 | 0.28,100g/个；2800,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,57,3,部分,0.714,2 | ABS塑料粒 | t/a | 40 | 25kg/袋 | 100g/个 | 1600 | 0.16,100g/个；1600,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,57,4,部分,0.714,3 | PE塑料粒 | t/a | 40 | 25kg/袋 | 100g/个 | 1600 | 0.16,100g/个；1600,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,57,5,疑似缺失,0.571,4 | 钛白粉 | t/a | 51 | 25kg/袋 | 100g/个 | 2040 | 0.204,100g/个；2040；0.204,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,57,6,疑似缺失,0.571,5 | 碳酸钙 | t/a | 31 | 25kg/袋 | 100g/个 | 1240 | 0.124,100g/个；1240；0.124,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,57,7,部分,0.714,6 | 颜料 | t/a | 2.6 | 10kg/袋 | 40g/个 | 260 | 0.0104,40g/个；0.0104,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,57,8,部分,0.857,7 | 分散剂 | t/a | 2.5 | 25kg/袋 | 100g/个 | 100 | 0.01,100g/个,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,57,9,疑似缺失,0.5,合计 | 0.9484,0.9484,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,58,2,疑似缺失,0.571,1 | 生活垃圾 | 员工生活 | SW64 | 900-099-S64 | 固态 | 1.5 | 桶装，交由环卫部门处理,SW64；900-099-S64；桶装，交由环卫部门处理,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,58,3,疑似缺失,0.571,2 | 除尘器收集处理的粉尘 | 滤芯除尘器 | SW59 | 900-099-S59 | 固态 | 0.017 | 袋装，暂存在一般工业固废场所，定期交资源回收公司,SW59；900-099-S59；袋装，暂存在一般工业固废场所，定期交资源回收公司,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,58,4,疑似缺失,0.571,3 | 沉降粉尘 | 生产 | SW59 | 900-099-S59 | 固态 | 0.036 | 袋装，暂存在一般工业固废场所，定期交资源回收公司,SW59；900-099-S59；袋装，暂存在一般工业固废场所，定期交资源回收公司,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
SC017,SC017_133_鹏彩科技(佛山市)有限公司新建项目_01_报批稿或报告表.docx,58,5,疑似缺失,0.571,4 | 废包装物 | 生产 | SW17 | 900-003-S17 | 固态 | 0.948 | 捆扎，暂存在一般工业固废场所，定期交资源回收公司,SW17；900-003-S17；捆扎，暂存在一般工业固废场所，定期交资源回收公司,解析文本拼接_表格清洗增强_10_181-200.md,162_鹏彩科技（佛山市）有限公司新建项目_01_报批稿或报告表
