project_id,file_name,page,table_local_index,row_index,row_status,cell_hit_ratio,row_preview,missed_cells,md_file,file_id
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,20,2,27,疑似缺失,0.5,5 | 前置实施细则（ 年修订）的通知》（顺环委〔 〕 号）,前置实施细则（ 年修订）的通知》（顺环委〔 〕 号）,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,20,2,36,疑似缺失,0.5,"5.1 | 放量削减2倍于拟建项目的VOCs排放 符合
据相关规定核定 总量来源。","放量削减2倍于拟建项目的VOCs排放 符合
据相关规定核定 总量来源。",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,20,2,45,疑似缺失,0.5,6 | 理工作的通知》（佛顺环函〔 〕 号）,理工作的通知》（佛顺环函〔 〕 号）,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,20,2,59,疑似缺失,0.5,7 | （ 年） 的通知》（粤环函〔 〕 号）,（ 年） 的通知》（粤环函〔 〕 号）,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,20,2,63,疑似缺失,0.5,7.1 | VOCs含量原辅材料替代，引导生产和 稀释剂），根据第二章分析可知， 符合,VOCs含量原辅材料替代，引导生产和 稀释剂），根据第二章分析可知， 符合,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,21,2,25,疑似缺失,0.5,8.1 | 分级管理，全面推进涉VOCs排放企业 暂无法替代。本项目有机废气经集 符合,分级管理，全面推进涉VOCs排放企业 暂无法替代。本项目有机废气经集 符合,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,21,2,36,疑似缺失,0.5,9.1 | 化学制浆、生皮制革以及国家规划外的 项目不属于“高耗能、高排放”项目。 符合,化学制浆、生皮制革以及国家规划外的 项目不属于“高耗能、高排放”项目。 符合,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,21,2,48,疑似缺失,0.5,9.2 | 涂料。严格落实《挥发性有机物无组织 符合,涂料。严格落实《挥发性有机物无组织 符合,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,22,2,31,疑似缺失,0.5,企业应建立台账，记录含 原辅材 | VOCs,企业应建立台账，记录含 原辅材,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,22,2,32,疑似缺失,0.5,VOCs | 辅材料和含 产品的名称、使,辅材料和含 产品的名称、使,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,22,2,34,部分,0.75,11.3 | 收量、废弃量、去向以及 含量等 | 用量、回收量、废弃量、去向以及 | 符合,收量、废弃量、去向以及 含量等,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,22,2,36,疑似缺失,0.5,信息。台账保存期限不少于 年。 | VOCs,信息。台账保存期限不少于 年。,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,22,2,37,疑似缺失,0.5,3 | 不少于 年。,不少于 年。,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,22,2,60,疑似缺失,0.667,≥3kg/h VOCs | 暂无法替代。本项目有机废气经集 | 符合,≥3kg/h VOCs,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,22,2,64,疑似缺失,0.5,≥2kg/h时，应配置VOCs处理设施，处 | 过排气筒 （ ）引至楼顶排放，,过排气筒 （ ）引至楼顶排放，,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,22,2,65,疑似缺失,0.0,理效率不应低于 ；采用的原辅材料 | G1 24m,理效率不应低于 ；采用的原辅材料；G1 24m,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,23,2,3,疑似缺失,0.5,12 | 〔 〕 号）,〔 〕 号）,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,23,2,6,疑似缺失,0.5,12.1 | 溶剂型油墨： 含量 。 油墨， 含量为,溶剂型油墨： 含量 。 油墨， 含量为,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,23,2,34,疑似缺失,0.5,"12.2 | 闭的包装袋进行物料转移。
气排至VOCs废气收集处理系统。","闭的包装袋进行物料转移。
气排至VOCs废气收集处理系统。",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,26,3,26,部分,0.75,"1
主体工程 | 三层 | 约 | 置区使用，车间部分区域外租给明伦公司","1
主体工程",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,28,4,1,部分,0.857,"生产单
元 | 设备参数 | 有效生产
时间（h) | 全年生
产天数
（d） | 关键设
备年产
量（万m/a | 申报
产能
）（万m/a) | 匹配性","申报
产能
）（万m/a)",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,29,4,32,疑似缺失,0.667,3，易燃，熔 | 点 ℃，在 | ℃左,点 ℃，在,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,29,4,33,疑似缺失,0.667,塑 | g/cm | 165 155,165 155,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,29,4,46,疑似缺失,0.667,酸树脂 、 | 异佛尔酮 、 | 着 | 别 | ； | 100%,酸树脂 、；异佛尔酮 、,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,29,4,49,疑似缺失,0.5,0-40% | 按 算,按 算,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,29,4,50,疑似缺失,0.667,敏， | 类别 ； | 60%,类别 ；,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,29,4,56,疑似缺失,0.6,稀释剂 | 异氟尔酮 ， | 密度为 3 | 高度 | 易燃液体,异氟尔酮 ，；密度为 3,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,29,4,57,部分,0.75,4 | 100% | 0.9g/cm | 按 算,按 算,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,30,3,19,部分,0.8,"2 | 稀释剂
（ | ） | ≤900g/L | 否2","稀释剂
（",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,35,1,5,部分,0.833,"2 | 废水 | 生活污水 | COD 、
Cr
BOD 、
5
NH -N和SS
3 | 生活 | 经三级化粪池处理达标后排至
北滘污水处理厂处理","COD 、
Cr
BOD 、
5
NH -N和SS
3",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,35,2,27,部分,0.75,"生活污水 | BOD 、
5 | 生活 | 北滘污水处理厂处理","BOD 、
5",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,36,2,5,疑似缺失,0.667,噪声 | 噪声 等效 声级 | 全厂设备,噪声 等效 声级,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,37,2,2,部分,0.75,"SO （μg/m3）
2 | 6 | 60 | 达标","SO （μg/m3）
2",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,37,2,3,部分,0.75,"NO （μg/m3）
2 | 28 | 40 | 达标","NO （μg/m3）
2",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,37,2,4,部分,0.75,"PM （μg/m3）
10 | 35 | 70 | 达标","PM （μg/m3）
10",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,37,2,5,部分,0.75,"PM （μg/m3）
2.5 | 20 | 35 | 达标","PM （μg/m3）
2.5",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,37,2,7,部分,0.75,"O -8H*（μg/m3）
3 | 164 | 160 | 超标","O -8H*（μg/m3）
3",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,37,3,17,疑似缺失,0.5,环境 | PM 10 （μg/m ） 35 70 达标,PM 10 （μg/m ） 35 70 达标,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,37,3,18,疑似缺失,0.5,质量 | （ 3） 达标,（ 3） 达标,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,39,2,1,部分,0.833,"指标 | pH | COD
Cr | BOD
5 | NH -N
3 | SS","NH -N
3",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,41,5,5,部分,0.75,"1 | ,3-丁二烯 | 1 | --- 含2024年修改",--- 含2024年修改,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,41,5,22,部分,0.75,注塑、挤 VO | Cs | 2.0 | DB44/815-2010,注塑、挤 VO,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,41,5,24,部分,0.75,（含烘干、 臭气 | 浓度 2 | 0（无量纲） | GB14554-93,（含烘干、 臭气,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,42,4,19,疑似缺失,0.0,"控制 号） | ，生活污水COD 、NH -N不分配总量。
Cr 3","控制 号）；，生活污水COD 、NH -N不分配总量。
Cr 3",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,42,4,20,疑似缺失,0.5,指标 | （ ）有机废气,（ ）有机废气,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,43,3,2,疑似缺失,0.6,"1 | 包围型集气
罩、半密闭型
集气罩 | Q=WHv ×3600
x | Q：排放量，m3/h； | v ：0.25~2.5m/s
x","Q=WHv ×3600
x；v ：0.25~2.5m/s
x",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,43,4,61,部分,0.714,"包围型集气 | Q：排 | 放量， | m /h； | v ：0.2
x | 5~2.5m | /s","m /h；；v ：0.2
x",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,43,4,62,部分,0.857,"1 | 罩、半密闭型 | Q=WHv ×
x | 3600 | H：污 | 染源至 | 罩口距","Q=WHv ×
x",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,44,3,5,疑似缺失,0.333,筒 | 度（ ） | 计（ 3 ）,度（ ）；计（ 3 ）,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,44,3,6,疑似缺失,0.571,m | （个） | 离（ ） | （ ） | （ 3 ） | m /h | （ 3 ）,离（ ）；（ ）；m /h,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,48,2,5,部分,0.9,"方 | 量t/a | 率（%） | 产生速 产生量
度 | 工艺 | 处理效 | 排放速 | 度 | 排放量 | 间（h）","产生速 产生量
度",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,49,2,6,部分,0.917,VOCs | / | / 间 | / | 0.032 | / | 0.068 | / | / | 0.032 | / | 0.068,/ 间,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,50,3,10,疑似缺失,0.5,"运 | 排放速 排放浓度 速率限 浓度限值 达标
污染源 污染物 执行标准","排放速 排放浓度 速率限 浓度限值 达标
污染源 污染物 执行标准",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,50,3,15,疑似缺失,0.5,"境 | 非甲烷总 与
1.082 44.15 达标","非甲烷总 与
1.082 44.15 达标",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,50,3,16,疑似缺失,0.5,"影 | 烃 --- 70
GB41616-2022","烃 --- 70
GB41616-2022",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,50,3,21,疑似缺失,0.5,保 | VOCs 0.016 0.66 2.55 120 达标,VOCs 0.016 0.66 2.55 120 达标,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,50,3,24,疑似缺失,0.5,"措 | 6000
6000（无","6000
6000（无",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,50,3,25,疑似缺失,0.5,施 | 臭气浓度 --- （无量 GB14554-93 --- 达标,臭气浓度 --- （无量 GB14554-93 --- 达标,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,51,4,16,疑似缺失,0.5,度mg/ | m3 度限值mg/m3,m3 度限值mg/m3,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,51,4,18,部分,0.75,"1h
<6 | 6 | DB44/2367-2022 | 达标","1h
<6",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,53,4,3,疑似缺失,0.615,"计算公式：V =
炭 | M×L | ×W ×H ×
3 3 3 | 10 。其中 | ，M | -活 | 性炭 | 抽屉个 | 数 | ，L -抽
3 | 屉 | 长度，m | m；W -
3","计算公式：V =
炭；×W ×H ×
3 3 3；10 。其中；，L -抽
3",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,53,4,4,部分,0.909,"屉 | 宽度，mm；H -
3 | 装填 | 厚度，mm | （颗粒状活 | 性 | 炭按 | 不小 | 于300 | m | m设计）","宽度，mm；H -
3",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,53,4,7,部分,0.8,（ ） | 。其 | 中， 活 | 性炭密度， | 3（ | 颗粒 | 状活性 | 炭 | 取 | 3）。,（ ）；中， 活,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,53,4,8,部分,0.857,"W kg =V ×ρ
炭 | ρ- | k | g/m | 400k | g | /m","W kg =V ×ρ
炭",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,53,4,20,部分,0.875,号 kg | % | mg/m3 | m3/h | h/d | d | d/a | 次/年,号 kg,解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
PL018,PL018_广东台塑智能科技有限公司新建项目_01_受理公告或公示版.pdf,54,3,31,疑似缺失,0.5,"活性炭尺寸 | ：L ×W ×
2 2 | H =2000mm×1800mm×60
2 | 0mm","：L ×W ×
2 2；H =2000mm×1800mm×60
2",解析文本拼接_表格清洗增强_01_001-020.md,017_广东台塑智能科技有限公司新建项目_01_受理公告或公示版
